Unnamed: 0,word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner
0,once,once,0.113,0.728,5.82440591697994,ADV,1,3,1,2
1,when,when,0.728,0.919,7.562213604926971,ADV,1,2,2,2
2,i,i,0.919,1.025,8.500758884952813,PRON,1,3,2,3
3,was,was,1.025,1.158,8.84891128785763,AUX,1,2,1,2
4,six,six,1.158,1.464,5.20893955539682,NUM,1,3,1,2
5,years,years,1.464,1.671,6.569635686214575,NOUN,1,1,2,2
6,old,old,1.671,1.973,6.186188047557115,ADJ,1,1,5,2
7,i,i,2.342,2.48,8.500758884952813,PRON,1,2,2,2
8,saw,saw,2.48,2.687,5.319491601779443,VERB,1,2,1,2
9,a,a,2.687,2.8510000000000004,9.87220326249636,DET,1,5,1,2
10,magnificent,magnificent,2.8510000000000004,3.723,2.8668187734606527,ADJ,1,1,1,1
11,picture,picture,3.723,4.297,4.623795650111256,NOUN,1,1,2,2
12,in,in,4.297,4.357,9.970445020661009,ADP,1,2,1,2
13,a,a,4.357,4.437,9.87220326249636,DET,1,3,1,2
14,book,book,4.437,4.725,5.735862368119613,NOUN,1,1,2,2
15,about,about,4.725,4.947,7.212146964996865,ADP,1,2,1,2
16,the,the,4.947,5.053,11.115800481137065,DET,1,2,1,2
17,primeval,primeval,5.053,5.634,0.7837645481435593,NOUN,1,1,1,1
18,forest,forest,5.634,6.247000000000001,4.18950321539533,NOUN,1,1,6,2
19,called,called,6.247000000000001,6.827000000000001,6.034284544290911,VERB,1,2,1,2
20,real,real,6.827000000000001,7.277,5.437557433639541,ADJ,1,2,1,2
21,life,life,7.277,7.567,6.64488288543893,NOUN,1,1,1,1
22,stories,stories,7.567,8.339,4.203677178632328,NOUN,1,1,7,2
23,it,it,9.247,9.432,8.891153872448442,PRON,1,3,2,3
24,showed,showed,9.432,9.755,4.46720612645257,VERB,1,2,1,2
25,a,a,9.755,9.812,9.87220326249636,DET,1,2,1,2
26,boa,boa,9.812,10.176,-0.218790539432732,NOUN,1,1,1,1
27,constrictor,constrictor,10.176,10.876,-0.54771439135241,NOUN,1,1,2,2
28,swallowing,swallowing,10.876,11.487,1.3006275343627989,VERB,1,3,1,2
29,a,a,11.487,11.592,9.87220326249636,DET,1,2,1,2
30,wild,wild,11.592,12.0,4.130837198581126,ADJ,1,1,1,1
31,animal,animal,12.0,12.416,4.439446125541368,NOUN,1,1,6,2
32,here,here,13.144,13.344,6.305070181538051,ADV,1,3,2,3
33,is,is,13.344,13.469,9.270023374137356,AUX,1,2,1,2
34,a,a,13.469,13.509,9.87220326249636,DET,1,3,1,2
35,copy,copy,13.509,13.9,4.022508366603221,NOUN,1,1,2,2
36,of,of,13.9,13.999,10.576559568665022,ADP,1,2,1,2
37,the,the,13.999,14.079,11.115800481137065,DET,1,2,1,2
38,drawing,drawing,14.079,14.464,4.078045789252598,NOUN,1,1,6,2
39,it,it,15.86,16.023,8.891153872448442,PRON,1,3,2,3
40,said,said,16.023,16.264,6.866599895560644,VERB,1,2,1,2
41,in,in,16.264,16.365,9.970445020661009,ADP,1,2,1,2
42,the,the,16.365,16.437,11.115800481137065,DET,1,2,1,2
43,book,book,16.437,16.755,5.735862368119613,NOUN,1,1,3,2
44,boa,boa,17.219,17.584,-0.218790539432732,NOUN,1,4,1,2
45,constrictors,constrictors,17.584,18.322,-2.149606528396965,NOUN,1,1,2,2
46,swallow,swallow,18.322,18.812,1.979386372196398,VERB,1,3,1,2
47,their,their,18.812,18.984,7.910517241993412,DET,1,3,2,3
48,prey,prey,18.984,19.458,2.566717024985566,NOUN,1,2,3,3
49,whole,whole,19.458,19.913,5.813383984571282,ADV,1,2,3,3
50,without,without,19.913,20.334,6.379206863561576,ADP,1,2,1,2
51,chewing,chewing,20.334,20.902,1.3385211796482073,VERB,1,2,5,3
52,then,then,21.561,21.876,7.007600613951853,ADV,1,4,2,3
53,they,they,21.876,22.006,8.044690441969406,PRON,1,3,2,3
54,are,are,22.006,22.106,8.452121194672523,AUX,1,2,1,2
55,not,not,22.106,22.306,8.652789949703957,PART,1,1,1,1
56,able,able,22.306,22.566,5.444234241448191,ADJ,1,2,1,2
57,to,to,22.566,22.706,10.106224294072677,PART,1,3,1,2
58,move,move,22.706,23.371,4.778787302151899,VERB,1,2,8,3
59,and,and,23.371,23.626,10.263048328453316,CCONJ,1,2,1,2
60,they,they,23.626,23.745,8.044690441969406,PRON,1,3,2,3
61,sleep,sleep,23.745,24.149,4.165563842309942,VERB,1,2,1,2
62,for,for,24.149,24.256,9.022419166371732,ADP,1,2,1,2
63,the,the,24.256,24.356,11.115800481137065,DET,1,3,1,2
64,six,six,24.356,24.786,5.20893955539682,NUM,1,1,1,1
65,months,months,24.786,25.135,5.033114075856682,NOUN,1,1,2,2
66,it,it,25.135,25.226,8.891153872448442,PRON,1,3,2,3
67,takes,takes,25.226,25.496,4.668426635623106,VERB,1,3,2,3
68,for,for,25.496,25.606,9.022419166371732,ADP,1,2,1,2
69,digestion,digestion,25.606,26.339,2.0382679228469973,NOUN,1,2,14,3
70,so,so,27.292,27.777,7.514636259384674,ADV,1,3,1,2
71,i,i,27.777,27.887,8.500758884952813,PRON,1,3,2,3
72,thought,thought,27.887,28.167,5.9129893602315375,VERB,1,3,1,2
73,a,a,28.167,28.266,9.87220326249636,DET,1,2,1,2
74,lot,lot,28.266,28.487,4.524935793277486,NOUN,1,1,3,2
75,about,about,28.487,28.737,7.212146964996865,ADP,1,3,1,2
76,the,the,28.737,28.854,11.115800481137065,DET,1,3,1,2
77,adventures,adventures,28.854,29.387,2.357262654284741,NOUN,1,1,2,2
78,of,of,29.387,29.474,10.576559568665022,ADP,1,2,1,2
79,the,the,29.474,29.587,11.115800481137065,DET,1,2,1,2
80,jungle,jungle,29.587,30.101,2.21046980408624,PROPN,1,1,9,2
81,and,and,30.296,30.548,10.263048328453316,CCONJ,1,2,1,2
82,in,in,30.548,30.734,9.970445020661009,ADP,1,3,1,2
83,turn,turn,30.734,31.394,5.137502866038513,NOUN,1,2,3,3
84,i,i,31.394,31.6,8.500758884952813,PRON,1,3,2,3
85,managed,managed,31.6,32.13,3.7296854485061903,VERB,1,3,1,2
86,with,with,32.13,32.231,8.78902023454392,ADP,1,2,1,2
87,a,a,32.231,32.286,9.87220326249636,DET,1,2,1,2
88,coloured,colored,32.286,32.6,3.2308043957334744,ADJ,1,2,1,2
89,pencil,pencil,32.6,33.125,2.4895624613241942,NOUN,1,1,5,2
90,to,to,33.399,33.524,10.106224294072677,PART,1,3,1,2
91,make,make,33.524,33.764,6.456125806273467,VERB,1,2,1,2
92,my,my,33.764,34.034,7.222784972952155,DET,1,4,2,3
93,first,first,34.034,34.414,7.06373286043649,ADJ,1,2,1,2
94,drawing,drawing,34.414,34.824,4.078045789252598,VERB,1,1,3,2
95,my,my,35.258,35.463,7.222784972952155,DET,1,3,2,3
96,drawing,drawing,35.463,35.876,4.078045789252598,NOUN,1,2,1,2
97,number,number,35.876,36.363,6.280152363629598,NOUN,1,1,1,1
98,one,one,36.363,36.647,7.9086812336929855,NUM,1,1,12,2
99,it,it,37.186,37.311,8.891153872448442,PRON,1,3,2,3
100,looked,looked,37.311,37.631,5.159400067361368,VERB,1,2,1,2
101,like,like,37.631,37.891,6.800971528784123,SCONJ,1,2,1,2
102,this,this,37.891,38.326,8.485516748555685,DET,1,2,5,3
103,i,i,39.608,39.791,8.500758884952813,PRON,1,4,2,3
104,showed,showed,39.791,40.103,4.46720612645257,VERB,1,2,1,2
105,my,my,40.103,40.273,7.222784972952155,DET,1,3,2,3
106,masterpiece,masterpiece,40.273,40.943000000000005,1.3547778939020978,NOUN,1,2,3,3
107,to,to,40.943000000000005,41.053,10.106224294072677,ADP,1,2,1,2
108,the,the,41.053,41.113,11.115800481137065,DET,1,2,1,2
109,grownups,grownups,41.113,41.934,-1.16883091108088,NOUN,1,1,5,2
110,and,and,41.934,42.083,10.263048328453316,CCONJ,1,1,1,1
111,i,i,42.083,42.243,8.500758884952813,PRON,1,3,2,3
112,asked,asked,42.243,42.613,5.393491173417632,VERB,1,2,1,2
113,them,them,42.613,42.729,7.325675828357647,PRON,1,2,2,2
114,if,if,42.729,42.838,7.59155894453893,SCONJ,1,2,1,2
115,my,my,42.838,43.024,7.222784972952155,DET,1,4,2,3
116,drawing,drawing,43.024,43.346,4.078045789252598,NOUN,1,2,3,3
117,frightened,frightened,43.346,43.793,2.649431898613798,VERB,1,2,1,2
118,them,them,43.793,44.011,7.325675828357647,PRON,1,2,8,3
119,they,they,44.39,44.589,8.044690441969406,PRON,1,3,2,3
120,answered,answered,44.589,44.945,3.995113371960244,VERB,1,2,1,2
121,me,me,44.945,45.18,6.944665633002234,PRON,1,2,2,2
122,why,why,45.739,45.91,5.677506943243938,ADV,1,3,2,3
123,would,would,45.91,46.213,7.530855461230048,VERB,1,3,1,2
124,anyone,anyone,46.213,46.674,4.200909352450131,PRON,1,2,2,2
125,be,be,46.674,46.81,8.716207971151853,AUX,1,2,1,2
126,frightened,frightened,46.81,47.294,2.649431898613798,VERB,1,2,1,2
127,by,by,47.294,47.444,8.691902515208051,ADP,1,2,1,2
128,a,a,47.444,47.558,9.87220326249636,DET,1,2,1,2
129,hat,hat,47.558,48.092,3.358081090588527,NOUN,1,1,10,2
130,my,my,49.13,49.315,7.222784972952155,DET,1,4,2,3
131,drawing,drawing,49.315,49.665,4.078045789252598,NOUN,1,2,3,3
132,was,was,49.665,49.82899999999999,8.84891128785763,AUX,1,2,1,2
133,not,not,49.82899999999999,50.035,8.652789949703957,PART,1,1,1,1
134,of,of,50.035,50.145,10.576559568665022,ADP,1,2,1,2
135,a,a,50.145,50.243,9.87220326249636,DET,1,2,1,2
136,hat,hat,50.243,50.645,3.358081090588527,NOUN,1,1,5,2
137,it,it,51.109,51.503,8.891153872448442,PRON,1,3,2,3
138,showed,showed,51.503,51.754,4.46720612645257,VERB,1,2,1,2
139,a,a,51.754,51.81399999999999,9.87220326249636,DET,1,2,1,2
140,boa,boa,51.81399999999999,52.194,-0.218790539432732,PROPN,1,1,1,1
141,constrictor,constrictor,52.194,52.854,-0.54771439135241,PROPN,1,1,2,2
142,digesting,digesting,52.854,53.555,-0.2558087985637263,VERB,1,3,1,2
143,an,an,53.555,53.667,8.146593170634153,DET,1,2,1,2
144,elephant,elephant,53.667,54.232,2.170892009643163,NOUN,1,1,6,2
145,i,i,55.085,55.583,8.500758884952813,PRON,1,4,2,3
146,then,then,55.583,55.887,7.007600613951853,ADV,1,3,2,3
147,drew,drew,55.887,56.1,3.71732112774524,VERB,1,2,1,2
148,the,the,56.1,56.254,11.115800481137065,DET,1,3,1,2
149,inside,inside,56.254,56.78,4.509275835589345,NOUN,1,1,2,2
150,of,of,56.78,56.87,10.576559568665022,ADP,1,2,1,2
151,the,the,56.87,56.95,11.115800481137065,DET,1,2,1,2
152,boa,boa,56.95,57.24,-0.218790539432732,PROPN,1,2,1,2
153,constrictor,constrictor,57.24,58.12,-0.54771439135241,NOUN,1,1,8,2
154,so,so,58.12,58.37,7.514636259384674,SCONJ,1,2,1,2
155,that,that,58.37,58.51,9.22325659724273,SCONJ,1,1,1,1
156,the,the,58.51,58.6,11.115800481137065,DET,1,3,1,2
157,grownups,grownups,58.6,59.17,-1.16883091108088,NOUN,1,1,2,2
158,could,could,59.17,59.32,7.023669903578493,VERB,1,2,1,2
159,understand,understand,59.32,60.093,4.948759890378168,VERB,1,2,6,3
160,they,they,60.612,60.737,8.044690441969406,PRON,1,3,2,3
161,always,always,60.737,61.167,5.90347996943943,ADV,1,2,2,2
162,need,need,61.167,61.337,5.847132176218062,VERB,1,2,1,2
163,to,to,61.337,61.427,10.106224294072677,PART,1,3,1,2
164,have,have,61.427,61.692,8.165193017977023,AUX,1,2,1,2
165,things,things,61.692,61.987,5.802329833380781,NOUN,1,3,2,3
166,explained,explained,61.987,62.676,4.219992881576647,VERB,1,2,8,3
167,my,my,63.594,63.803,7.222784972952155,DET,1,5,2,3
168,drawing,drawing,63.803,64.152,4.078045789252598,NOUN,1,2,1,2
169,number,number,64.152,64.512,6.280152363629598,NOUN,1,1,3,2
170,two,two,64.512,64.954,7.1771715426270255,NUM,1,2,3,3
171,looked,looked,64.954,65.279,5.159400067361368,VERB,1,2,1,2
172,like,like,65.279,65.54899999999999,6.800971528784123,SCONJ,1,2,1,2
173,this,this,65.54899999999999,65.973,8.485516748555685,DET,1,2,5,3
174,the,the,67.14,67.205,11.115800481137065,DET,1,3,1,2
175,grownups,grownups,67.205,67.794,-1.16883091108088,NOUN,1,1,2,2
176,advised,advised,67.794,68.20100000000001,2.9401667081042824,VERB,1,2,1,2
177,me,me,68.20100000000001,68.285,6.944665633002234,PRON,1,3,2,3
178,to,to,68.285,68.449,10.106224294072677,PART,1,3,1,2
179,leave,leave,68.449,68.735,4.949397984625066,VERB,1,2,1,2
180,aside,aside,68.735,69.245,3.757262139475193,ADJ,1,2,2,2
181,drawings,drawings,69.245,69.76,2.870282422836575,NOUN,1,4,2,3
182,of,of,69.76,69.825,10.576559568665022,ADP,1,2,1,2
183,boa,boa,69.825,70.185,-0.218790539432732,NOUN,1,2,1,2
184,constrictors,constrictors,70.185,71.013,-2.149606528396965,NOUN,1,1,4,2
185,open,open,71.013,71.34,5.452282314842547,ADJ,1,2,1,2
186,or,or,71.34,71.455,8.443245206463882,CCONJ,1,1,1,1
187,closed,closed,71.455,72.355,4.314376611162872,ADJ,1,1,5,2
188,and,and,72.355,72.515,10.263048328453316,CCONJ,1,1,1,1
189,to,to,72.515,72.595,10.106224294072677,ADP,1,2,1,2
190,apply,apply,72.595,72.965,4.2966865875068665,VERB,1,2,1,2
191,myself,myself,72.965,73.515,4.741098703212336,PRON,1,2,2,2
192,instead,instead,73.515,74.175,5.010701958540799,ADV,1,2,1,2
193,to,to,74.175,74.355,10.106224294072677,PART,1,2,1,2
194,geography,geography,74.355,75.245,2.8821715613308245,VERB,1,3,1,2
195,history,history,75.245,75.815,5.862721671215256,NOUN,1,1,1,1
196,arithmetic,arithmetic,75.815,76.775,2.429129634319002,ADJ,1,1,2,2
197,and,and,76.775,76.925,10.263048328453316,CCONJ,1,1,1,1
198,grammar,grammar,76.925,77.391,2.975019231956449,VERB,1,2,11,3
199,thus,thus,78.25399999999999,78.839,6.101820066935569,ADV,1,3,2,3
200,i,i,78.839,79.029,8.500758884952813,PRON,1,2,2,2
201,abandoned,abandoned,79.029,79.609,3.4226652882773965,VERB,1,2,1,2
202,at,at,79.609,79.709,8.371404122348569,ADP,1,2,1,2
203,the,the,79.709,79.843,11.115800481137065,DET,1,3,1,2
204,age,age,79.843,80.117,5.573673789309181,NOUN,1,1,2,2
205,of,of,80.117,80.189,10.576559568665022,ADP,1,2,1,2
206,six,six,80.189,80.999,5.20893955539682,NUM,1,2,5,3
207,a,a,80.999,81.096,9.87220326249636,DET,1,3,1,2
208,magnificent,magnificent,81.096,82.069,2.8668187734606527,ADJ,1,1,1,1
209,career,career,82.069,82.529,4.111725960052875,NOUN,1,1,2,2
210,as,as,82.529,82.639,8.884250056228082,SCONJ,1,2,1,2
211,a,a,82.639,82.714,9.87220326249636,DET,1,2,1,2
212,painter,painter,82.714,83.17299999999999,2.8058421472600843,NOUN,1,1,6,2
213,i,i,83.71600000000001,83.859,8.500758884952813,PRON,1,3,2,3
214,was,was,83.859,84.021,8.84891128785763,AUX,1,2,1,2
215,discouraged,discouraged,84.021,84.791,2.0018853234609613,VERB,1,2,1,2
216,by,by,84.791,84.961,8.691902515208051,ADP,1,3,1,2
217,the,the,84.961,85.045,11.115800481137065,DET,1,3,1,2
218,failure,failure,85.045,85.531,4.537747509670657,NOUN,1,1,2,2
219,of,of,85.531,85.646,10.576559568665022,ADP,1,2,1,2
220,my,my,85.646,85.818,7.222784972952155,DET,1,3,2,3
221,drawing,drawing,85.818,86.26100000000001,4.078045789252598,VERB,1,2,1,2
222,number,number,86.26100000000001,86.61,6.280152363629598,NOUN,1,1,1,1
223,one,one,86.61,87.00399999999999,7.9086812336929855,NUM,1,1,6,2
224,and,and,87.00399999999999,87.20100000000001,10.263048328453316,CCONJ,1,1,1,1
225,of,of,87.20100000000001,87.321,10.576559568665022,ADP,1,2,1,2
226,my,my,87.321,87.53399999999999,7.222784972952155,DET,1,3,2,3
227,drawing,drawing,87.53399999999999,87.912,4.078045789252598,VERB,1,2,1,2
228,number,number,87.912,88.191,6.280152363629598,NOUN,1,1,3,2
229,two,two,88.191,88.61,7.1771715426270255,NUM,1,2,7,3
230,grownups,grownups,89.054,89.74600000000001,-1.16883091108088,NOUN,1,4,2,3
231,never,never,89.74600000000001,90.069,6.142402930172954,ADV,1,2,2,2
232,understand,understand,90.069,90.686,4.948759890378168,VERB,1,2,1,2
233,anything,anything,90.686,91.049,5.070914758313443,PRON,1,2,2,2
234,by,by,91.049,91.259,8.691902515208051,ADP,1,2,1,2
235,themselves,themselves,91.259,92.309,5.615715995787751,PRON,1,2,5,3
236,and,and,92.309,92.439,10.263048328453316,CCONJ,1,1,1,1
237,it,it,92.439,92.549,8.891153872448442,PRON,1,3,2,3
238,s,is,92.549,92.669,9.270023374137356,AUX,1,2,1,2
239,tiresome,tiresome,92.669,93.359,0.6534183383309484,ADJ,1,2,1,2
240,for,for,93.359,93.499,9.022419166371732,ADP,1,2,1,2
241,children,children,93.499,93.979,6.055190237988527,NOUN,1,2,4,3
242,to,to,93.979,94.119,10.106224294072677,PART,1,3,1,2
243,always,always,94.119,94.509,5.90347996943943,ADV,1,2,2,2
244,explain,explain,94.509,95.264,4.359793806830977,VERB,1,2,1,2
245,things,things,95.264,95.679,5.802329833380781,NOUN,1,3,2,3
246,for,for,95.679,95.889,9.022419166371732,ADP,1,2,1,2
247,them,them,95.889,96.026,7.325675828357647,PRON,1,2,4,3
248,again,again,96.026,96.309,6.023374951097495,ADV,1,2,1,2
249,and,and,96.309,96.459,10.263048328453316,CCONJ,1,1,1,1
250,again,again,96.459,96.912,6.023374951097495,ADV,1,1,8,2
251,so,so,97.465,97.85,7.514636259384674,ADV,1,3,1,2
252,i,i,97.85,97.98,8.500758884952813,PRON,1,2,2,2
253,had,had,97.98,98.2,8.105337708286058,AUX,1,2,1,2
254,to,to,98.2,98.35,10.106224294072677,PART,1,3,1,2
255,choose,choose,98.35,98.668,4.125584797958157,VERB,1,2,1,2
256,another,another,98.668,98.94,6.333315151487414,DET,1,2,1,2
257,profession,profession,98.94,99.805,3.46445383129717,NOUN,1,1,7,2
258,and,and,99.805,99.94,10.263048328453316,CCONJ,1,1,1,1
259,i,i,99.94,100.071,8.500758884952813,PRON,1,3,2,3
260,learned,learned,100.071,100.33,4.509627979267603,VERB,1,2,1,2
261,to,to,100.33,100.4,10.106224294072677,PART,1,3,1,2
262,fly,fly,100.4,100.7,3.4478264822561586,VERB,1,2,1,2
263,airplanes,airplanes,100.7,101.374,1.086472228773941,NOUN,1,2,8,3
264,i,i,102.267,102.402,8.500758884952813,PRON,1,4,2,3
265,flew,flew,102.402,102.763,2.6179066512492444,VERB,1,2,1,2
266,a,a,102.763,102.898,9.87220326249636,DET,1,2,1,2
267,little,little,102.898,103.23,6.329168168121289,ADJ,1,1,2,2
268,in,in,103.23,103.403,9.970445020661009,ADP,1,2,1,2
269,many,many,103.403,103.682,6.8326221661666215,ADJ,1,2,1,2
270,places,places,103.682,104.192,4.691989877940651,NOUN,1,1,3,2
271,around,around,104.192,104.516,5.656306446631499,ADP,1,2,1,2
272,the,the,104.516,104.641,11.115800481137065,DET,1,2,1,2
273,world,world,104.641,105.332,6.462202281832343,NOUN,1,1,5,2
274,and,and,105.332,105.522,10.263048328453316,CCONJ,1,1,1,1
275,geography,geography,105.522,106.072,2.8821715613308245,NOUN,1,3,2,3
276,it,it,106.072,106.192,8.891153872448442,PRON,1,4,2,3
277,s,is,106.192,106.292,9.270023374137356,AUX,1,2,1,2
278,TRUE,true,106.292,106.595,5.582556017222057,PROPN,1,2,5,3
279,has,has,106.595,106.752,7.633563241781631,AUX,1,2,1,2
280,served,served,106.752,107.082,4.323271358292038,VERB,1,2,1,2
281,me,me,107.082,107.222,6.944665633002234,PRON,1,3,2,3
282,well,well,107.222,107.53,6.75124180996569,INTJ,1,2,7,3
283,i,i,108.174,108.308,8.500758884952813,PRON,1,3,2,3
284,could,could,108.308,108.499,7.023669903578493,VERB,1,2,1,2
285,recognize,recognize,108.499,109.159,3.801136136459604,VERB,1,2,1,2
286,at,at,109.159,109.259,8.371404122348569,ADP,1,2,1,2
287,first,first,109.259,109.779,7.06373286043649,ADJ,1,2,1,2
288,glance,glance,109.779,110.299,3.050646504431383,NOUN,1,1,1,1
289,china,china,110.299,110.769,4.646983688801502,PROPN,1,1,3,2
290,from,from,110.769,110.951,8.387608286867547,ADP,1,2,1,2
291,arizona,arizona,110.951,111.568,2.523085153362838,PROPN,1,2,6,3
292,it,it,111.893,112.005,8.891153872448442,PRON,1,3,2,3
293,s,is,112.005,112.067,9.270023374137356,AUX,1,2,1,2
294,very,very,112.067,112.428,6.851819646651834,ADV,1,2,1,2
295,useful,useful,112.428,112.838,4.603739162562309,ADJ,1,1,2,2
296,if,if,112.838,112.987,7.59155894453893,SCONJ,1,2,1,2
297,you,you,112.987,113.048,7.992843190830359,PRON,1,3,2,3
298,get,get,113.048,113.215,5.998986188506828,VERB,1,2,1,2
299,lost,lost,113.215,113.558,5.029457048336844,VERB,1,2,1,2
300,at,at,113.558,113.657,8.371404122348569,ADP,1,2,1,2
301,night,night,113.657,114.057,5.416633593366079,NOUN,1,2,9,3
302,i,i,114.725,115.19,8.500758884952813,PRON,1,3,2,3
303,have,have,115.19,115.419,8.165193017977023,AUX,1,2,1,2
304,had,had,115.419,115.64,8.105337708286058,VERB,1,2,1,2
305,during,during,115.64,115.98,6.341099770255476,ADP,1,2,1,2
306,my,my,115.98,116.163,7.222784972952155,DET,1,4,2,3
307,life,life,116.163,116.814,6.64488288543893,NOUN,1,2,3,3
308,a,a,116.814,117.0,9.87220326249636,DET,1,4,1,2
309,lot,lot,117.0,117.227,4.524935793277486,NOUN,1,1,2,2
310,of,of,117.227,117.335,10.576559568665022,ADP,1,2,1,2
311,contact,contact,117.335,117.94,4.52496829897953,NOUN,1,2,4,3
312,with,with,117.94,118.07,8.78902023454392,ADP,1,1,1,1
313,many,many,118.07,118.44,6.8326221661666215,ADJ,1,3,1,2
314,persons,persons,118.44,118.895,4.995927665223982,NOUN,1,1,2,2
315,of,of,118.895,118.983,10.576559568665022,ADP,1,2,1,2
316,consequence,consequence,118.983,119.733,4.010564323115964,NOUN,1,2,10,3
317,i,i,120.152,120.474,8.500758884952813,PRON,1,3,2,3
318,have,have,120.474,120.64,8.165193017977023,AUX,1,2,1,2
319,lived,lived,120.64,121.04,4.5470324692581485,VERB,1,2,1,2
320,a,a,121.04,121.1,9.87220326249636,DET,1,2,1,2
321,lot,lot,121.1,121.627,4.524935793277486,NOUN,1,1,2,2
322,amongst,amongst,121.627,122.057,3.407742581698159,ADP,1,2,1,2
323,the,the,122.057,122.117,11.115800481137065,DET,1,2,1,2
324,grownups,grownups,122.117,122.806,-1.16883091108088,NOUN,1,1,6,2
325,i,i,123.19,123.264,8.500758884952813,PRON,1,3,2,3
326,have,have,123.264,123.355,8.165193017977023,AUX,1,2,1,2
327,seen,seen,123.355,123.665,5.686059683001631,VERB,1,2,1,2
328,them,them,123.665,123.895,7.325675828357647,PRON,1,2,2,2
329,from,from,123.895,124.085,8.387608286867547,ADP,1,2,1,2
330,close,close,124.085,124.462,5.205927917254689,VERB,1,2,1,2
331,up,up,124.462,124.67,7.118745274123777,ADP,1,1,6,2
332,it,it,125.363,125.488,8.891153872448442,PRON,1,3,2,3
333,hasnt,has,125.488,125.673,7.633563241781631,AUX,1,2,1,2
334,,not,125.673,125.858,8.652789949703957,PART,1,1,1,1
335,much,much,125.858,126.15,6.634948682648827,ADV,1,2,2,2
336,improved,improved,126.15,126.599,3.8158424469541767,VERB,1,2,1,2
337,my,my,126.599,126.758,7.222784972952155,DET,1,4,2,3
338,opinion,opinion,126.758,127.175,4.835249628303414,NOUN,1,2,3,3
339,of,of,127.175,127.319,10.576559568665022,ADP,1,2,1,2
340,them,them,127.319,127.528,7.325675828357647,PRON,1,2,7,3
341,whenever,whenever,128.361,129.116,3.75178382826033,ADV,1,4,2,3
342,i,i,129.116,129.27700000000002,8.500758884952813,PRON,1,3,2,3
343,met,met,129.27700000000002,129.656,4.743104372077405,VERB,1,2,1,2
344,one,one,129.656,129.852,7.9086812336929855,NUM,1,3,2,3
345,of,of,129.852,129.946,10.576559568665022,ADP,1,2,1,2
346,them,them,129.946,130.14600000000002,7.325675828357647,PRON,1,3,2,3
347,that,that,130.14600000000002,130.326,9.22325659724273,DET,1,3,2,3
348,seemed,seemed,130.326,130.736,5.151092646791511,VERB,1,3,1,2
349,a,a,130.736,130.796,9.87220326249636,DET,1,4,1,2
350,bit,bit,130.796,131.126,4.220477822695196,ADV,1,1,2,2
351,more,more,131.126,131.45600000000002,7.580138370189354,ADV,1,1,2,2
352,clear,clear,131.45600000000002,131.77700000000002,5.282238796335346,ADJ,1,2,1,2
353,sighted,sighted,131.77700000000002,132.374,1.5791848692630794,VERB,1,1,12,2
354,i,i,132.749,132.898,8.500758884952813,PRON,1,3,2,3
355,tried,tried,132.898,133.184,4.647750633523209,VERB,1,2,1,2
356,the,the,133.184,133.293,11.115800481137065,DET,1,3,1,2
357,experiment,experiment,133.293,133.953,4.007696755496428,NOUN,1,1,2,2
358,of,of,133.953,134.013,10.576559568665022,ADP,1,2,1,2
359,showing,showing,134.013,134.404,4.162205682408973,NOUN,1,3,1,2
360,them,them,134.404,134.57299999999998,7.325675828357647,PRON,1,2,2,2
361,my,my,134.57299999999998,134.77700000000002,7.222784972952155,DET,1,4,2,3
362,drawing,drawing,134.77700000000002,135.154,4.078045789252598,VERB,1,2,1,2
363,number,number,135.154,135.472,6.280152363629598,NOUN,1,1,1,1
364,one,one,135.472,135.82299999999998,7.9086812336929855,NOUN,1,1,3,2
365,that,that,135.82299999999998,135.94899999999998,9.22325659724273,DET,1,2,1,2
366,i,i,135.94899999999998,136.054,8.500758884952813,PRON,1,3,2,3
367,ve,have,136.054,136.149,8.165193017977023,AUX,1,2,1,2
368,always,always,136.149,136.524,5.90347996943943,ADV,1,2,2,2
369,kept,kept,136.524,136.958,4.86221262230776,VERB,1,2,13,3
370,i,i,137.526,137.66299999999998,8.500758884952813,PRON,1,4,2,3
371,wanted,wanted,137.66299999999998,137.991,4.913830664825064,VERB,1,2,1,2
372,to,to,137.991,138.11700000000002,10.106224294072677,PART,1,3,1,2
373,know,know,138.11700000000002,138.321,6.2411526536443045,VERB,1,2,1,2
374,if,if,138.321,138.441,7.59155894453893,SCONJ,1,2,1,2
375,they,they,138.441,138.54,8.044690441969406,PRON,1,3,2,3
376,were,were,138.54,138.689,7.963668813117131,AUX,1,2,1,2
377,really,really,138.689,139.136,5.229235205360593,ADV,1,2,2,2
378,a,a,139.136,139.201,9.87220326249636,DET,1,3,1,2
379,person,person,139.201,139.621,5.684191824891197,NOUN,1,1,2,2
380,of,of,139.621,139.721,10.576559568665022,ADP,1,2,1,2
381,TRUE,true,139.721,139.983,5.582556017222057,ADJ,1,2,1,2
382,understanding,understanding,139.983,140.736,4.841664221670439,NOUN,1,1,12,2
383,but,but,141.444,141.579,8.170553440359209,CCONJ,1,1,1,1
384,they,they,141.579,141.707,8.044690441969406,PRON,1,3,2,3
385,always,always,141.707,142.159,5.90347996943943,ADV,1,2,2,2
386,responded,responded,142.159,142.874,2.9641900055441126,VERB,1,2,1,2
387,it,it,143.322,143.488,8.891153872448442,PRON,1,4,2,3
388,s,is,143.488,143.565,9.270023374137356,AUX,1,2,1,2
