Unnamed: 0,word,lemma,onset,offset,logfreq,pos,section,top_down,bottom_up,left_corner
6052,at,at,2177.2949999999996,2177.4349999999995,8.371404122348569,ADP,4,2,1,2
6053,night,night,2177.4349999999995,2177.7619999999997,5.416633593366079,NOUN,4,2,5,3
6054,you,you,2178.3309999999997,2178.426,7.992843190830359,PRON,4,3,2,3
6055,can,can,2178.426,2178.586,7.653732073186615,VERB,4,2,1,2
6056,judge,judge,2178.586,2178.8559999999998,4.390168400365504,VERB,4,2,1,2
6057,this,this,2178.8559999999998,2179.0759999999996,8.485516748555685,DET,4,2,1,2
6058,old,old,2179.0759999999996,2179.276,6.186188047557115,ADJ,4,2,1,2
6059,rat,rat,2179.276,2179.6259999999997,2.9378382951350885,NOUN,4,1,6,2
6060,from,from,2179.8849999999998,2180.0499999999997,8.387608286867547,ADP,4,5,1,2
6061,time,time,2180.0499999999997,2180.29,7.298783339292532,NOUN,4,2,3,3
6062,to,to,2180.29,2180.39,10.106224294072677,ADP,4,2,1,2
6063,time,time,2180.39,2180.6899999999996,7.298783339292532,NOUN,4,2,4,3
6064,you,you,2180.6899999999996,2180.7999999999997,7.992843190830359,PRON,4,2,2,2
6065,will,will,2180.7999999999997,2180.89,7.539186617561429,VERB,4,2,1,2
6066,condemn,condemn,2180.89,2181.2699999999995,1.8792665566662892,VERB,4,2,1,2
6067,him,him,2181.2699999999995,2181.4399999999996,7.309814593955469,PRON,4,2,2,2
6068,to,to,2181.4399999999996,2181.5599999999995,10.106224294072677,ADP,4,2,1,2
6069,death,death,2181.5599999999995,2181.9449999999997,5.603004037815642,NOUN,4,2,6,3
6070,thus,thus,2182.4689999999996,2182.9339999999997,6.101820066935569,ADV,4,1,1,1
6071,his,his,2182.9339999999997,2183.254,8.427771639559914,DET,4,4,2,3
6072,life,life,2183.254,2183.544,6.64488288543893,NOUN,4,2,3,3
6073,will,will,2183.544,2183.644,7.539186617561429,VERB,4,2,1,2
6074,depend,depend,2183.644,2184.1539999999995,3.728676923988002,VERB,4,2,1,2
6075,on,on,2184.1539999999995,2184.2839999999997,8.668539943910762,ADP,4,2,1,2
6076,your,your,2184.2839999999997,2184.4939999999997,6.857019723766016,DET,4,3,2,3
6077,justice,justice,2184.4939999999997,2185.0379999999996,4.736373871603436,NOUN,4,2,8,3
6078,but,but,2185.586,2185.741,8.170553440359209,CCONJ,4,2,1,2
6079,you,you,2185.741,2185.8109999999997,7.992843190830359,PRON,4,2,2,2
6080,will,will,2185.8109999999997,2185.9809999999998,7.539186617561429,VERB,4,2,1,2
6081,pardon,pardon,2185.9809999999998,2186.381,2.460016100942874,VERB,4,2,1,2
6082,him,him,2186.381,2186.571,7.309814593955469,PRON,4,2,2,2
6083,on,on,2186.571,2186.691,8.668539943910762,ADP,4,2,1,2
6084,each,each,2186.691,2186.921,6.634988091256985,DET,4,2,1,2
6085,occasion,occasion,2186.921,2187.401,4.186650233006127,NOUN,4,1,1,1
6086,to,to,2187.401,2187.5209999999997,10.106224294072677,PART,4,3,1,2
6087,conserve,conserve,2187.5209999999997,2187.961,1.0827538727336516,VERB,4,2,1,2
6088,him,him,2187.961,2188.167,7.309814593955469,PRON,4,2,10,3
6089,there,there,2188.5029999999997,2188.6699999999996,7.628371701531627,ADV,4,3,2,3
6090,is,is,2188.6699999999996,2188.7609999999995,9.270023374137356,AUX,4,2,1,2
6091,only,only,2188.7609999999995,2188.991,7.270521632557186,ADV,4,4,1,2
6092,one,one,2188.991,2189.2209999999995,7.9086812336929855,NUM,4,1,3,2
6093,of,of,2189.2209999999995,2189.3109999999997,10.576559568665022,ADP,4,2,1,2
6094,him,him,2189.3109999999997,2189.5249999999996,7.309814593955469,PRON,4,2,6,3
6095,i,i,2190.3529999999996,2190.7329999999997,8.500758884952813,PRON,4,4,2,3
6096,replied,replied,2191.147,2191.522,4.028418412105934,VERB,4,2,1,2
6097,the,the,2191.522,2191.6119999999996,11.115800481137065,DET,4,2,1,2
6098,little,little,2191.6119999999996,2191.8219999999997,6.329168168121289,ADJ,4,1,1,1
6099,prince,prince,2191.8219999999997,2192.267,4.224934131925703,NOUN,4,1,4,2
6100,don't,do,2192.616,2192.7634999999996,7.253965659872986,AUX,4,2,1,2
6101,,not,2192.7634999999996,2192.9109999999996,8.652789949703957,PART,4,1,1,1
6102,like,like,2192.9109999999996,2193.151,6.800971528784123,VERB,4,2,1,2
6103,to,to,2193.151,2193.241,10.106224294072677,PART,4,3,1,2
6104,condemn,condemn,2193.241,2193.7009999999996,1.8792665566662892,VERB,4,2,1,2
6105,anyone,anyone,2193.7009999999996,2194.151,4.200909352450131,PRON,4,2,2,2
6106,to,to,2194.151,2194.2709999999997,10.106224294072677,ADP,4,2,1,2
6107,death,death,2194.2709999999997,2194.75,5.603004037815642,NOUN,4,2,9,3
6108,and,and,2195.3839999999996,2195.629,10.263048328453316,CCONJ,4,2,1,2
6109,now,now,2195.629,2195.769,6.757037034934793,ADV,4,2,2,2
6110,i,i,2195.769,2195.9489999999996,8.500758884952813,PRON,4,2,2,2
6111,think,think,2195.9489999999996,2196.229,5.878883582188403,VERB,4,2,1,2
6112,i,i,2196.229,2196.2589999999996,8.500758884952813,PRON,4,4,2,3
6113,ll,will,2196.2589999999996,2196.3489999999997,7.539186617561429,VERB,4,2,1,2
6114,go,go,2196.3489999999997,2196.549,6.016644845638281,VERB,4,2,1,2
6115,on,on,2196.549,2196.6989999999996,8.668539943910762,ADP,4,2,1,2
6116,my,my,2196.6989999999996,2196.879,7.222784972952155,DET,4,3,2,3
6117,way,way,2196.879,2197.1929999999998,6.563474635948921,NOUN,4,2,10,3
6118,no,no,2197.7169999999996,2198.3219999999997,7.480597496498434,INTJ,4,4,3,4
6119,said,said,2198.3219999999997,2198.542,6.866599895560644,VERB,4,2,2,2
6120,the,the,2198.542,2198.6359999999995,11.115800481137065,DET,4,2,1,2
6121,king,king,2198.6359999999995,2198.9669999999996,5.549465114271844,NOUN,4,1,3,2
6122,but,but,2199.66,2199.7749999999996,8.170553440359209,CCONJ,4,2,1,2
6123,the,the,2199.7749999999996,2199.865,11.115800481137065,DET,4,2,1,2
6124,little,little,2199.865,2200.125,6.329168168121289,ADJ,4,1,1,1
6125,prince,prince,2200.125,2200.9449999999997,4.224934131925703,NOUN,4,1,1,1
6126,having,having,2200.9449999999997,2201.245,5.782532038887736,VERB,4,3,1,2
6127,readied,readied,2201.245,2201.5049999999997,-0.5810692771545948,VERB,4,2,1,2
6128,himself,himself,2201.5049999999997,2201.9849999999997,5.97850594594359,PRON,4,2,2,2
6129,to,to,2201.9849999999997,2202.2079999999996,10.106224294072677,ADP,4,3,1,2
6130,leave,leave,2202.2079999999996,2202.5789999999997,4.949397984625066,PROPN,4,2,8,3
6131,had,had,2202.763,2202.968,8.105337708286058,AUX,4,2,1,2
6132,no,no,2202.968,2203.1879999999996,7.480597496498434,DET,4,2,1,2
6133,wish,wish,2203.1879999999996,2203.5379999999996,4.515901718229909,NOUN,4,1,1,1
6134,to,to,2203.5379999999996,2203.6279999999997,10.106224294072677,PART,4,3,1,2
6135,grieve,grieve,2203.6279999999997,2203.948,0.8758436670589731,VERB,4,2,1,2
6136,the,the,2203.948,2204.118,11.115800481137065,DET,4,2,1,2
6137,old,old,2204.118,2204.3179999999998,6.186188047557115,ADJ,4,1,1,1
6138,monarch,monarch,2204.3179999999998,2204.8179999999998,2.394799576981857,NOUN,4,1,8,2
6139,if,if,2205.7459999999996,2205.881,7.59155894453893,SCONJ,4,3,1,2
6140,your,your,2205.881,2206.0409999999997,6.857019723766016,DET,4,4,2,3
6141,majesty,majesty,2206.0409999999997,2206.611,3.585794126030611,ADJ,4,2,3,3
6142,wishes,wishes,2206.611,2206.991,3.421359421486097,NOUN,4,2,1,2
6143,to,to,2206.991,2207.0809999999997,10.106224294072677,PART,4,3,1,2
6144,be,be,2207.0809999999997,2207.2009999999996,8.716207971151853,AUX,4,2,1,2
6145,promptly,promptly,2207.2009999999996,2207.8109999999997,2.615057334253045,ADV,4,3,2,3
6146,obeyed,obeyed,2207.8109999999997,2208.29,1.8582803990943395,VERB,4,1,8,2
6147,he,he,2208.6589999999997,2208.7439999999997,8.557202055435473,PRON,4,2,2,2
6148,should,should,2208.7439999999997,2209.0539999999996,6.938187486102339,VERB,4,2,1,2
6149,be,be,2209.0539999999996,2209.1939999999995,8.716207971151853,AUX,4,2,1,2
6150,able,able,2209.1939999999995,2209.424,5.444234241448191,ADJ,4,2,1,2
6151,to,to,2209.424,2209.5539999999996,10.106224294072677,PART,4,3,1,2
6152,give,give,2209.5539999999996,2209.7839999999997,5.855616186671097,VERB,4,2,1,2
6153,me,me,2209.7839999999997,2209.9739999999997,6.944665633002234,PRON,4,2,2,2
6154,a,a,2209.9739999999997,2210.004,9.87220326249636,DET,4,2,1,2
6155,reasonable,reasonable,2210.004,2210.5869999999995,4.045119303412722,ADJ,4,1,1,1
6156,order,order,2210.5869999999995,2211.018,6.123873434959685,NOUN,4,1,9,2
6157,he,he,2211.4869999999996,2211.8219999999997,8.557202055435473,PRON,4,3,2,3
6158,should,should,2211.8219999999997,2212.122,6.938187486102339,VERB,4,2,1,2
6159,be,be,2212.122,2212.2819999999997,8.716207971151853,AUX,4,2,1,2
6160,able,able,2212.2819999999997,2212.5719999999997,5.444234241448191,ADJ,4,2,1,2
6161,for,for,2212.5719999999997,2212.792,9.022419166371732,ADP,4,3,1,2
6162,example,example,2212.792,2213.531,5.98373474904604,NOUN,4,2,4,3
6163,to,to,2213.736,2213.861,10.106224294072677,PART,4,3,1,2
6164,order,order,2213.861,2214.1409999999996,6.123873434959685,VERB,4,2,1,2
6165,me,me,2214.1409999999996,2214.2909999999997,6.944665633002234,PRON,4,3,2,3
6166,to,to,2214.2909999999997,2214.491,10.106224294072677,PART,4,2,1,2
6167,leave,leave,2214.491,2214.7209999999995,4.949397984625066,VERB,4,2,1,2
6168,within,within,2214.7209999999995,2214.961,6.09895030284244,ADP,4,2,1,2
6169,a,a,2214.961,2215.0109999999995,9.87220326249636,DET,4,2,1,2
6170,minute,minute,2215.0109999999995,2215.5299999999997,4.023528601345686,NOUN,4,1,13,2
6171,it,it,2216.084,2216.249,8.891153872448442,PRON,4,3,2,3
6172,seems,seems,2216.249,2216.6389999999997,5.301811255802292,VERB,4,2,1,2
6173,to,to,2216.6389999999997,2216.749,10.106224294072677,ADP,4,2,1,2
6174,me,me,2216.749,2216.959,6.944665633002234,PRON,4,2,3,3
6175,that,that,2216.959,2217.0989999999997,9.22325659724273,SCONJ,4,2,1,2
6176,conditions,conditions,2217.0989999999997,2217.7589999999996,5.443283136798223,NOUN,4,3,2,3
6177,are,are,2217.7589999999996,2217.8889999999997,8.452121194672523,AUX,4,2,1,2
6178,favourable,favourable,2217.8889999999997,2218.528,2.703506561052337,ADJ,4,2,7,3
6179,as,as,2219.8149999999996,2219.99,8.884250056228082,SCONJ,4,3,1,2
6180,the,the,2219.99,2220.08,11.115800481137065,DET,4,3,1,2
6181,king,king,2220.08,2220.39,5.549465114271844,NOUN,4,1,2,2
6182,made,made,2220.39,2220.66,6.839401488953406,VERB,4,2,1,2
6183,no,no,2220.66,2220.89,7.480597496498434,DET,4,2,1,2
6184,answer,answer,2220.89,2221.4799999999996,4.934042185264735,NOUN,4,1,2,2
6185,the,the,2221.6789999999996,2221.754,11.115800481137065,DET,4,3,1,2
6186,little,little,2221.754,2222.0739999999996,6.329168168121289,ADJ,4,1,1,1
6187,prince,prince,2222.0739999999996,2222.4339999999997,4.224934131925703,NOUN,4,1,2,2
6188,hesitated,hesitated,2222.4339999999997,2223.124,2.139983807163905,VERB,4,2,1,2
6189,at,at,2223.124,2223.2839999999997,8.371404122348569,ADP,4,2,1,2
6190,first,first,2223.2839999999997,2223.7529999999997,7.06373286043649,ADV,4,2,8,3
6191,then,then,2224.207,2224.5939999999996,7.007600613951853,ADV,4,3,2,3
6192,with,with,2224.5939999999996,2224.9019999999996,8.78902023454392,ADP,4,2,1,2
6193,a,a,2224.9019999999996,2224.9669999999996,9.87220326249636,DET,4,2,1,2
6194,sigh,sigh,2224.9669999999996,2225.4669999999996,2.118505992624814,NOUN,4,1,4,2
6195,took,took,2225.747,2225.9019999999996,5.649959667958695,VERB,4,2,1,2
6196,his,his,2225.9019999999996,2226.062,8.427771639559914,DET,4,3,2,3
6197,leave,leave,2226.062,2226.4559999999997,4.949397984625066,NOUN,4,2,5,3
6198,i,i,2227.464,2227.589,8.500758884952813,PRON,4,3,2,3
6199,make,make,2227.589,2227.8289999999997,6.456125806273467,VERB,4,2,1,2
6200,you,you,2227.8289999999997,2227.899,7.992843190830359,PRON,4,3,2,3
6201,my,my,2227.899,2228.0389999999998,7.222784972952155,DET,4,3,2,3
6202,ambassador,ambassador,2228.0389999999998,2228.8289999999997,2.896685119952757,NOUN,4,2,6,3
6203,the,the,2229.1229999999996,2229.1879999999996,11.115800481137065,DET,4,3,1,2
6204,king,king,2229.1879999999996,2229.518,5.549465114271844,NOUN,4,1,2,2
6205,hastily,hastily,2229.518,2230.1079999999997,2.074353620130889,ADV,4,2,2,2
6206,called,called,2230.1079999999997,2230.4779999999996,6.034284544290911,VERB,4,2,1,2
6207,out,out,2230.4779999999996,2230.783,7.190751389443204,ADP,4,2,4,3
6208,he,he,2231.461,2231.526,8.557202055435473,PRON,4,3,2,3
6209,had,had,2231.526,2231.776,8.105337708286058,AUX,4,2,1,2
6210,a,a,2231.776,2231.8259999999996,9.87220326249636,DET,4,3,1,2
6211,magnificent,magnificent,2231.8259999999996,2232.75,2.8668187734606527,ADJ,4,1,1,1
6212,air,air,2232.75,2232.946,5.467046969822524,NOUN,4,1,2,2
6213,of,of,2232.946,2233.066,10.576559568665022,ADP,4,2,1,2
6214,authority,authority,2233.066,2233.741,4.995521656286208,NOUN,4,2,6,3
6215,the,the,2234.9179999999997,2234.9829999999997,11.115800481137065,DET,4,3,1,2
6216,grownups,grownups,2234.9829999999997,2235.613,-1.16883091108088,NOUN,4,1,2,2
6217,are,are,2235.613,2235.673,8.452121194672523,AUX,4,2,1,2
6218,very,very,2235.673,2236.0429999999997,6.851819646651834,ADV,4,2,1,2
6219,strange,strange,2236.0429999999997,2236.872,4.097589292386989,ADJ,4,1,4,2
6220,the,the,2237.1319999999996,2237.1969999999997,11.115800481137065,DET,4,3,1,2
6221,little,little,2237.1969999999997,2237.437,6.329168168121289,ADJ,4,1,1,1
6222,prince,prince,2237.437,2237.8269999999998,4.224934131925703,NOUN,4,1,2,2
6223,said,said,2237.8269999999998,2238.037,6.866599895560644,VERB,4,2,1,2
6224,to,to,2238.037,2238.167,10.106224294072677,ADP,4,2,1,2
6225,himself,himself,2238.167,2238.6969999999997,5.97850594594359,PRON,4,2,3,3
6226,as,as,2238.6969999999997,2238.8269999999998,8.884250056228082,SCONJ,4,2,1,2
6227,he,he,2238.8269999999998,2238.917,8.557202055435473,PRON,4,3,2,3
6228,continued,continued,2238.917,2239.5269999999996,5.053503194323431,VERB,4,2,1,2
6229,on,on,2239.5269999999996,2239.647,8.668539943910762,ADP,4,2,1,2
6230,his,his,2239.647,2239.8869999999997,8.427771639559914,DET,4,3,2,3
6231,journey,journey,2239.8869999999997,2240.2659999999996,3.837967339598732,NOUN,4,2,9,3
6232,the,the,2241.466,2241.7509999999997,11.115800481137065,DET,4,3,1,2
6233,second,second,2241.7509999999997,2242.171,5.993188061004256,ADJ,4,1,1,1
6234,planet,planet,2242.171,2242.6609999999996,2.782229599276462,NOUN,4,1,2,2
6235,was,was,2242.6609999999996,2242.801,8.84891128785763,AUX,4,2,1,2
6236,inhabited,inhabited,2242.801,2243.361,2.119094853556488,VERB,4,2,1,2
6237,by,by,2243.361,2243.5409999999997,8.691902515208051,ADP,4,2,1,2
6238,a,a,2243.5409999999997,2243.571,9.87220326249636,DET,4,2,1,2
6239,conceited,conceited,2243.571,2244.131,0.1399358402975166,NOUN,4,1,1,1
6240,man,man,2244.131,2244.49,6.647766191547105,INTJ,4,1,6,2
6241,ah,ah,2245.1229999999996,2245.9779999999996,3.237893830703962,INTJ,4,4,2,3
6242,here,here,2246.2019999999998,2246.3169999999996,6.305070181538051,ADV,4,2,2,2
6243,comes,comes,2246.3169999999996,2246.653,4.748664285626821,VERB,4,2,1,2
6244,a,a,2246.653,2246.707,9.87220326249636,DET,4,2,1,2
6245,visit,visit,2246.707,2247.0469999999996,4.374674675128255,NOUN,4,1,2,2
6246,from,from,2247.0469999999996,2247.207,8.387608286867547,ADP,4,2,1,2
6247,an,an,2247.207,2247.2969999999996,8.146593170634153,DET,4,2,1,2
6248,admirer,admirer,2247.2969999999996,2247.9219999999996,0.9638611047815716,NOUN,4,1,5,2
6249,exclaimed,exclaimed,2248.446,2249.0209999999997,2.7906128080840324,ADJ,4,2,1,2
6250,the,the,2249.0209999999997,2249.091,11.115800481137065,DET,4,2,1,2
6251,conceited,conceited,2249.091,2249.6609999999996,0.1399358402975166,ADJ,4,1,1,1
6252,man,man,2249.6609999999996,2249.9709999999995,6.647766191547105,NOUN,4,1,2,2
6253,from,from,2249.9709999999995,2250.1409999999996,8.387608286867547,ADP,4,2,1,2
6254,afar,afar,2250.1409999999996,2250.531,1.1260653154494105,ADV,4,2,4,3
6255,the,the,2250.531,2250.671,11.115800481137065,DET,4,3,1,2
6256,moment,moment,2250.671,2251.091,5.140024787553443,NOUN,4,1,2,2
6257,he,he,2251.091,2251.1809999999996,8.557202055435473,PRON,4,4,2,3
6258,spotted,spotted,2251.1809999999996,2251.611,2.104597461560954,VERB,4,2,1,2
6259,the,the,2251.611,2251.691,11.115800481137065,DET,4,2,1,2
6260,little,little,2251.691,2251.921,6.329168168121289,ADJ,4,1,1,1
6261,prince,prince,2251.921,2252.3849999999998,4.224934131925703,PROPN,4,1,7,2
6262,because,because,2252.6839999999997,2253.4689999999996,6.653172658832547,SCONJ,4,3,1,2
6263,to,to,2253.4689999999996,2253.629,10.106224294072677,ADP,4,2,1,2
6264,conceited,conceited,2253.629,2254.189,0.1399358402975166,ADJ,4,2,1,2
6265,men,men,2254.189,2254.548,6.354230900683031,NOUN,4,1,4,2
6266,all,all,2254.9269999999997,2255.142,7.8677183393124785,DET,4,2,1,2
6267,other,other,2255.142,2255.4019999999996,7.468056546208653,ADJ,4,1,1,1
6268,men,men,2255.4019999999996,2255.6719999999996,6.354230900683031,NOUN,4,1,2,2
6269,are,are,2255.6719999999996,2255.812,8.452121194672523,AUX,4,2,1,2
6270,admirers,admirers,2255.812,2256.5269999999996,1.2357040024873895,NOUN,4,2,4,3
6271,good,good,2257.281,2257.4159999999997,6.470211095410226,ADJ,4,3,1,2
6272,morning,morning,2257.4159999999997,2257.8959999999997,4.933178129911438,NOUN,4,1,2,2
6273,said,said,2258.0159999999996,2258.2659999999996,6.866599895560644,VERB,4,2,1,2
6274,the,the,2258.2659999999996,2258.3759999999997,11.115800481137065,DET,4,2,1,2
6275,little,little,2258.3759999999997,2258.6059999999998,6.329168168121289,ADJ,4,1,1,1
6276,prince,prince,2258.6059999999998,2259.055,4.224934131925703,NOUN,4,1,4,2
6277,you,you,2259.5089999999996,2259.6099999999997,7.992843190830359,PRON,4,3,2,3
6278,have,have,2259.6099999999997,2259.7439999999997,8.165193017977023,AUX,4,2,1,2
6279,a,a,2259.7439999999997,2259.8039999999996,9.87220326249636,DET,4,2,1,2
6280,funny,funny,2259.8039999999996,2260.174,2.536787271664989,ADJ,4,1,1,1
6281,hat,hat,2260.174,2260.5679999999998,3.358081090588527,NOUN,4,1,4,2
6282,it,it,2261.0469999999996,2261.1919999999996,8.891153872448442,PRON,4,3,2,3
6283,s,is,2261.1919999999996,2261.2519999999995,9.270023374137356,AUX,4,2,1,2
6284,for,for,2261.2519999999995,2261.4019999999996,9.022419166371732,ADP,4,2,1,2
6285,saluting,saluting,2261.4019999999996,2262.2019999999998,-0.3153822030940595,VERB,4,3,6,4
6286,the,the,2262.2019999999998,2262.3019999999997,11.115800481137065,DET,4,3,1,2
6287,conceited,conceited,2262.3019999999997,2262.7819999999997,0.1399358402975166,ADJ,4,1,1,1
6288,man,man,2262.7819999999997,2263.0119999999997,6.647766191547105,NOUN,4,1,2,2
6289,replied,replied,2263.0119999999997,2263.531,4.028418412105934,VERB,4,2,3,3
6290,it,it,2263.7509999999997,2264.1259999999997,8.891153872448442,PRON,4,3,2,3
6291,s,is,2264.1259999999997,2264.2259999999997,9.270023374137356,AUX,4,2,1,2
6292,to,to,2264.2259999999997,2264.4159999999997,10.106224294072677,PART,4,3,1,2
6293,raise,raise,2264.4159999999997,2264.8559999999998,3.835789699428557,VERB,4,2,1,2
6294,in,in,2264.8559999999998,2264.966,9.970445020661009,ADP,4,2,1,2
6295,salute,salute,2264.966,2265.486,1.4391476880236929,NOUN,4,2,3,3
6296,when,when,2265.486,2265.7009999999996,7.562213604926971,ADV,4,3,2,3
6297,people,people,2265.7009999999996,2265.8959999999997,6.726209421255855,NOUN,4,3,2,3
6298,acclaim,acclaim,2265.8959999999997,2266.2459999999996,0.4799539600989035,VERB,4,2,1,2
6299,me,me,2266.2459999999996,2266.47,6.944665633002234,PRON,4,2,10,3
6300,unfortunately,unfortunately,2266.7239999999997,2267.9069999999997,3.586265164124135,ADV,4,3,2,3
6301,nobody,nobody,2267.9069999999997,2268.229,3.3957157180929167,PRON,4,2,2,2
6302,ever,ever,2268.229,2268.399,5.571621571053862,ADV,4,3,2,3
6303,passes,passes,2268.399,2268.8189999999995,3.423317582746238,VERB,4,1,1,1
6304,by,by,2268.8189999999995,2268.999,8.691902515208051,ADP,4,2,1,2
6305,this,this,2268.999,2269.229,8.485516748555685,DET,4,2,1,2
6306,way,way,2269.229,2269.4979999999996,6.563474635948921,NOUN,4,1,5,2
6307,oh,oh,2270.2909999999997,2270.4959999999996,4.395251302002032,INTJ,4,3,2,3
6308,really,really,2270.4959999999996,2270.9559999999997,5.229235205360593,ADV,4,2,2,2
6309,said,said,2271.375,2271.5599999999995,6.866599895560644,VERB,4,2,1,2
6310,the,the,2271.5599999999995,2271.66,11.115800481137065,DET,4,3,1,2
6311,little,little,2271.66,2271.91,6.329168168121289,ADJ,4,1,1,1
6312,prince,prince,2271.91,2272.3099999999995,4.224934131925703,NOUN,4,1,2,2
6313,who,who,2272.3099999999995,2272.41,7.525262545333337,PRON,4,3,2,3
6314,didnt,did,2272.41,2272.6,6.7723363918744015,AUX,4,3,1,2
6315,,not,2272.6,2272.79,8.652789949703957,PART,4,1,1,1
6316,understand,understand,2272.79,2273.47,4.948759890378168,VERB,4,2,8,3
6317,clap,clap,2274.144,2274.3889999999997,0.6208990163523213,VERB,4,4,1,2
6318,your,your,2274.3889999999997,2274.5689999999995,6.857019723766016,DET,4,3,2,3
6319,hands,hands,2274.5689999999995,2275.0289999999995,5.182513620804394,NOUN,4,2,4,3
6320,one,one,2275.0289999999995,2275.189,7.9086812336929855,NUM,4,3,2,3
6321,against,against,2275.189,2275.5589999999997,6.253155508034431,ADP,4,2,1,2
6322,the,the,2275.5589999999997,2275.6789999999996,11.115800481137065,DET,4,2,1,2
6323,other,other,2275.6789999999996,2275.948,7.468056546208653,ADJ,4,1,6,2
6324,the,the,2276.1629999999996,2276.2279999999996,11.115800481137065,DET,4,3,1,2
6325,conceited,conceited,2276.2279999999996,2276.718,0.1399358402975166,ADJ,4,1,1,1
6326,man,man,2276.718,2276.955,6.647766191547105,NOUN,4,1,2,2
6327,advised,advised,2276.955,2277.5469999999996,2.9401667081042824,VERB,4,2,3,3
6328,the,the,2278.35,2278.415,11.115800481137065,DET,4,3,1,2
6329,little,little,2278.415,2278.6749999999997,6.329168168121289,ADJ,4,2,1,2
6330,prince,prince,2278.6749999999997,2279.1049999999996,4.224934131925703,PROPN,4,1,3,2
6331,clapped,clapped,2279.1049999999996,2279.475,0.6818334206596719,VERB,4,3,1,2
6332,his,his,2279.475,2279.6549999999997,8.427771639559914,DET,4,3,2,3
6333,hands,hands,2279.6549999999997,2280.1849999999995,5.182513620804394,NOUN,4,2,4,3
6334,one,one,2280.1849999999995,2280.375,7.9086812336929855,NUM,4,3,2,3
6335,against,against,2280.375,2280.765,6.253155508034431,ADP,4,2,1,2
6336,the,the,2280.765,2280.8949999999995,11.115800481137065,DET,4,2,1,2
6337,other,other,2280.8949999999995,2281.1549999999997,7.468056546208653,ADJ,4,1,6,2
6338,the,the,2281.678,2281.763,11.115800481137065,DET,4,3,1,2
6339,conceited,conceited,2281.763,2282.393,0.1399358402975166,ADJ,4,1,1,1
6340,man,man,2282.393,2282.7529999999997,6.647766191547105,PROPN,4,1,2,2
6341,raised,raised,2282.7529999999997,2283.2329999999997,4.48718588007821,VERB,4,2,1,2
6342,his,his,2283.2329999999997,2283.393,8.427771639559914,DET,4,3,2,3
6343,hat,hat,2283.393,2283.7329999999997,3.358081090588527,NOUN,4,2,3,3
6344,in,in,2283.7329999999997,2283.845,9.970445020661009,ADP,4,2,1,2
6345,a,a,2283.845,2283.9069999999997,9.87220326249636,DET,4,2,1,2
6346,modest,modest,2283.9069999999997,2284.363,2.891371258229248,ADJ,4,1,1,1
6347,salute,salute,2284.363,2284.8129999999996,1.4391476880236929,NOUN,4,1,5,2
6348,this,this,2285.825,2286.0299999999997,8.485516748555685,DET,4,3,2,3
6349,is,is,2286.0299999999997,2286.22,9.270023374137356,AUX,4,2,1,2
6350,more,more,2286.22,2286.4399999999996,7.580138370189354,ADJ,4,3,1,2
6351,fun,fun,2286.4399999999996,2286.74,3.234355395716587,NOUN,4,1,2,2
6352,than,than,2286.74,2286.8799999999997,7.313420367092967,SCONJ,4,2,1,2
6353,the,the,2286.8799999999997,2286.9599999999996,11.115800481137065,DET,4,3,1,2
6354,visit,visit,2286.9599999999996,2287.2699999999995,4.374674675128255,NOUN,4,1,2,2
6355,to,to,2287.2699999999995,2287.39,10.106224294072677,ADP,4,2,1,2
6356,the,the,2287.39,2287.4889999999996,11.115800481137065,DET,4,2,1,2
6357,king,king,2287.4889999999996,2287.9199999999996,5.549465114271844,NOUN,4,1,8,2
6358,the,the,2288.2639999999997,2288.3289999999997,11.115800481137065,DET,4,4,1,2
6359,little,little,2288.3289999999997,2288.5789999999997,6.329168168121289,ADJ,4,2,1,2
6360,prince,prince,2288.5789999999997,2288.939,4.224934131925703,PROPN,4,1,3,2
6361,said,said,2288.939,2289.189,6.866599895560644,VERB,4,2,1,2
6362,to,to,2289.189,2289.299,10.106224294072677,ADP,4,2,1,2
6363,himself,himself,2289.299,2289.8489999999997,5.97850594594359,PRON,4,2,5,3
6364,and,and,2290.323,2290.6879999999996,10.263048328453316,CCONJ,4,2,1,2
6365,he,he,2290.6879999999996,2290.798,8.557202055435473,PRON,4,3,2,3
6366,began,began,2290.798,2291.1679999999997,5.331268466687723,VERB,4,3,1,2
6367,again,again,2291.1679999999997,2291.5379999999996,6.023374951097495,ADV,4,2,3,3
6368,to,to,2291.5379999999996,2291.638,10.106224294072677,PART,4,3,1,2
6369,clap,clap,2291.638,2291.9179999999997,0.6208990163523213,VERB,4,3,1,2
6370,his,his,2291.9179999999997,2292.1079999999997,8.427771639559914,DET,4,3,2,3
6371,hands,hands,2292.1079999999997,2292.5879999999997,5.182513620804394,NOUN,4,2,4,3
6372,one,one,2292.5879999999997,2292.768,7.9086812336929855,NUM,4,3,2,3
6373,against,against,2292.768,2293.1479999999997,6.253155508034431,ADP,4,2,1,2
6374,the,the,2293.1479999999997,2293.238,11.115800481137065,DET,4,2,1,2
6375,other,other,2293.238,2293.5519999999997,7.468056546208653,ADJ,4,1,11,2
6376,the,the,2293.966,2294.2509999999997,11.115800481137065,DET,4,3,1,2
6377,conceited,conceited,2294.2509999999997,2294.8909999999996,0.1399358402975166,ADJ,4,1,1,1
